AS_OF_DATE,CUSTOMER_ID,ACCOUNT_ID,SEGMENT,BUCKET,OUTSTANDING,INSTALMENT,EIR,REMAINING_TERM
2019-11-30,00000000349695,581182654,HU,0,123397.59,7241.12,0.07789332,18.0
2019-11-30,00000000348115,581182655,CU,4,369628.98,7644.86,0.0773793,16.0
2019-11-30,00000000350094,581182658,CU,0,135509.43,8420.56,0.08300958,17.0
2019-11-30,00000000348914,581182661,HU,0,116937.06,7183.18,0.06525813,17.0
2019-11-30,00000000310979,581182664,HU,4,217735.01,10162.62,0.06174863,18.0
2019-11-30,00000000349961,581182665,CU,0,190136.45,6891.59,0.07024709,30.0
2019-11-30,00000000348099,581182666,CU,4,337709.12,9308.41,0.07048328,16.0
2019-11-30,00000000346408,581182667,HU,0,110759.64,7179.44,0.05857184,16.0
2019-11-30,00000000349940,581182668,HU,0,153130.28999999998,6022.43,0.08718192999999999,28.0
2019-11-30,00000000350000,581182669,CU,0,26934.65,9091.59,0.0569354,3.0
2019-11-30,00000000350086,581182670,CU,0,172513.88,11302.8,0.07445821,16.0
2019-11-30,00000000180594,581182672,CU,0,163797.62,10771.03,0.08130895,16.0
2019-11-30,00000000349605,581182674,HU,4,474428.08,9086.92,0.07445821,16.0
2019-11-30,00000000349334,581182675,CU,0,186956.16999999998,12289.72,0.08130895,16.0
2019-11-30,00000000347328,581182680,CU,4,365615.45,9533.64,0.09810772,16.0
2019-11-30,00000000349198,581182682,CU,4,376797.94,7782.24,0.07394125,16.0
2019-11-30,00000000349829,581182690,CU,0,218742.1,8927.1,0.09123115999999999,27.0
2019-11-30,00000000343775,581182691,HU,0,190781.6,12582.24,0.08130895,16.0
2019-11-30,00000000347949,581182692,CU,0,36425.72,12205.61,0.05317932,3.0
2019-11-30,00000000349866,581182693,HU,0,91274.24,6354.21,0.06525813,16.0
2019-11-30,00000000226295,581182694,CU,3,160127.31,8800.0,0.08300958,16.0
2019-11-30,00000000348506,581182696,CU,0,86647.11,5605.61,0.05413087,16.0
2019-11-30,00000000348381,581182697,CU,4,672811.88,9308.41,0.07048328,16.0
2019-11-30,00000000349780,581182698,CU,0,179321.28,11860.75,0.09144269,16.0
2019-11-30,00000000331082,581182700,CU,4,515345.0,10175.7,0.0773793,16.0
2019-11-30,00000000349102,581182703,CU,0,105401.37,7378.5,0.07394125,16.0
2019-11-30,00000000347892,581182705,HU,1,114818.25,6652.34,0.067005,17.0
2019-11-30,00000000346897,581182708,HU,0,150964.89,6020.56,0.0642488,28.0
2019-11-30,00000000083968,581182711,HU,2,400641.99,21983.18,0.07048328,17.0
2019-11-30,00000000350064,581182713,CU,1,166605.67,10219.63,0.07048328,16.0
2019-11-30,00000000349052,581182714,CU,0,134964.03,8347.66,0.07566274,17.0
2019-11-30,00000000349552,581182716,HU,0,120633.79000000001,7971.96,0.08976526,16.0
2019-11-30,00000000349665,581182717,HU,4,186344.76,6696.26,0.06525813,17.0
2019-11-30,00000000346616,581182720,HU,0,185872.09000000003,6903.74,0.0642488,29.0
2019-11-30,00000000348225,581182722,HU,0,78139.62000000001,19669.16,0.04807862,4.0
2019-11-30,00000000345824,581182724,CU,0,156251.51,9631.78,0.07048328,17.0
2019-11-30,00000000349784,581182725,CU,4,577500.76,8828.97,0.08300958,16.0
2019-11-30,00000000350109,581182727,HU,0,101882.87,6667.29,0.06525813,17.0
2019-11-30,00000000349271,581182728,HU,4,487260.5,11021.5,0.07445821,17.0
2019-11-30,00000000350106,581182729,HU,0,54415.14,10971.96,0.04807862,5.0
2019-11-30,00000000349444,581182734,CU,0,155991.54,10243.93,0.07048328,17.0
2019-11-30,00000000349738,581182736,HU,0,241257.36,8984.11,0.06682805,29.0
2019-11-30,00000000350148,581182738,HU,2,144806.37,8310.28,0.05857184,16.0
2019-11-30,00000000348935,581182740,HU,0,106058.68000000001,6875.7,0.05857184,16.0
2019-11-30,00000000348200,581182742,HU,0,105645.76,6528.97,0.07445821,17.0
2019-11-30,00000000271658,581182743,HU,1,154917.29,8193.46,0.0687467,19.0
2019-11-30,00000000349903,581182747,HU,0,122955.85,6828.97,0.07221478,19.0
2019-11-30,00000000104378,581182748,HU,0,470756.99,17930.84,0.05730626,28.0
2019-11-30,00000000349564,581182749,CU,0,170425.22,10448.6,0.06210053,17.0
2019-11-30,00000000348942,581182750,HU,0,221345.16,11726.17,0.06525813,20.0
2019-11-30,00000000349910,581182752,HU,0,139736.12999999998,9146.73,0.07445821,16.0
2019-11-30,00000000316216,581182753,CU,1,145145.25999999998,8096.26,0.0773793,18.0
2019-11-30,00000000349823,581182759,HU,0,189970.06,11737.38,0.07221478,17.0
2019-11-30,00000000349937,581182763,HU,0,255978.9,12980.37,0.07617822,21.0
2019-11-30,00000000346446,581182765,HU,0,24144.66,6065.42,0.022992620000000002,5.0
2019-11-30,00000000348751,581182766,CU,4,301240.95,10556.07,0.07048328,16.0
2019-11-30,00000000345811,581182767,HU,0,40162.4,10041.12,7.76e-06,4.0
2019-11-30,00000000330985,581182769,CU,4,762190.4,11026.17,0.07048328,17.0
2019-11-30,00000000349977,581182770,HU,4,1434745.35,20394.39,0.08130895,16.0
2019-11-30,00000000349435,581182771,HU,4,428628.54,7606.54,0.07789332,16.0
2019-11-30,00000000349417,581182772,CU,4,397408.86,8960.75,0.08976526,16.0
2019-11-30,00000000350168,581182773,CU,0,233213.18999999997,14429.91,0.07445821,17.0
2019-11-30,00000000349104,581182777,CU,1,129904.34000000001,7566.36,0.07566274,17.0
2019-11-30,00000000348437,581182778,CU,0,235519.32,14723.36,0.09227971,17.0
2019-11-30,00000000082695,581182779,CU,0,50965.6,12848.6,0.0453367,4.0
2019-11-30,00000000055049,581182780,HU,4,481832.48,6766.36,0.05730626,28.0
2019-11-30,00000000348127,581182782,HU,4,540667.64,7910.28,0.08976526,17.0
2019-11-30,00000000348622,581182785,HU,0,137175.75,9016.82,0.08130895,16.0
2019-11-30,00000000349094,581182788,CU,0,115162.0,7589.72,0.07566274,17.0
2019-11-30,00000000350110,581182792,CU,0,196783.52,10042.99,0.08300958,21.0
2019-11-30,00000000528042,581182795,HU,0,177598.07,11024.3,0.08130895,17.0
2019-11-30,00000000348639,581182797,HU,0,188287.39,10939.25,0.06350602,18.0
2019-11-30,00000000349528,581182798,HU,0,171090.53,11148.6,0.067005,16.0
2019-11-30,00000000349839,581182802,HU,0,100668.88,6529.91,0.05857184,16.0
2019-11-30,00000000335416,581182804,HU,0,50546.13,16984.11,0.04807862,4.0
2019-11-30,00000000348568,581182806,CU,0,45101.92,11431.78,0.06572233,5.0
2019-11-30,00000000344430,581182809,HU,0,122360.38,7813.08,0.03416118,16.0
2019-11-30,00000000348757,581182813,CU,1,134961.25,7436.45,0.0687467,18.0
2019-11-30,00000000349311,581182814,HU,0,88005.54,6583.18,0.07445821,17.0
2019-11-30,00000000334794,581182816,CU,0,38382.17,9664.49,0.05623749,4.0
2019-11-30,00000000350042,581182820,CU,4,658525.6,9351.4,0.07394125,16.0
2019-11-30,00000000350295,581182823,CU,4,464435.0,8397.2,0.07960354,16.0
2019-11-30,00000000349983,581182826,HU,0,28799.68,7252.34,0.05497482,4.0
2019-11-30,00000000350367,581182827,HU,0,86021.61,14483.18,0.04807862,6.0
2019-11-30,00000000347671,581182829,CU,4,531435.52,7783.18,0.0773793,16.0
2019-11-30,00000000350384,581182830,HU,4,536674.66,9379.44,0.08053927,28.0
2019-11-30,00000000350294,581182831,HU,0,40489.799999999996,8188.79,0.06572233,5.0
2019-11-30,00000000349691,581182833,HU,0,115516.61,7487.85,0.05857184,16.0
2019-11-30,00000000348979,581182834,CU,0,31318.57,7885.05,0.05497482,4.0
2019-11-30,00000000058662,581182835,HU,0,47864.05,16217.76,0.0453367,4.0
2019-11-30,00000000350182,581182836,HU,0,97482.04,6352.34,0.06525813,16.0
2019-11-30,00000000350230,581182837,HU,0,24916.08,6299.07,0.05316689,5.0
2019-11-30,00000000350312,581182839,HU,0,177676.19,11629.91,0.07445821,16.0
2019-11-30,00000000310833,581182842,CU,0,50188.72,12635.51,0.05497482,4.0
2019-11-30,00000000350404,581182844,HU,0,95823.32999999999,3685.98,0.06682805,28.0
2019-11-30,00000000350058,581182848,HU,4,373176.0,12338.32,0.05497482,4.0
2019-11-30,00000000339020,581182851,HU,0,31468.78,7901.87,0.026768010000000002,4.0
2019-11-30,00000000288179,581182852,HU,2,164827.58,8273.83,0.07221478,19.0
2019-11-30,00000000341755,581182853,HU,0,85208.61,5523.36,0.05591108,16.0
2019-11-30,00000000349841,581182855,HU,0,107840.39,6642.99,0.0687467,17.0
2019-11-30,00000000345315,581182856,HU,0,118055.89,7328.04,0.08130895,17.0
2019-11-30,00000000349527,581182857,HU,0,120252.95,7430.84,0.07445821,17.0
2019-11-30,00000000013484,581182860,HU,0,32203.58,10815.89,0.0453367,4.0
2019-11-30,00000000348448,581182864,HU,0,179808.66,7502.8,0.10440668,28.0
2019-11-30,00000000348969,581182869,CU,1,56459.43,8148.6,0.05677791,6.0
2019-11-30,00000000349623,581182872,CU,4,374756.0,8672.9,0.08300958,16.0
2019-11-30,00000000349578,581182873,CU,4,176962.77,8559.81,0.0863967,16.0
2019-11-30,00000000349658,581182879,HU,0,117978.81,7295.33,0.07445821,17.0
2019-11-30,00000000350341,581182880,HU,0,71410.56,17976.64,0.04990031,4.0
2019-11-30,00000000347217,581182882,HU,4,317594.58,7353.27,0.08300958,16.0
2019-11-30,00000000349821,581182886,CU,0,151546.18000000002,9341.12,0.07048328,17.0
2019-11-30,00000000273655,581182887,CU,0,156341.1,9127.1,0.07048328,18.0
2019-11-30,00000000349736,581182891,CU,0,182798.97,11872.9,0.06174863,16.0
2019-11-30,00000000350416,581182895,HU,1,41399.62,6952.34,0.05316689,5.0
2019-11-30,00000000350444,581182896,HU,0,162339.15,11250.47,0.05857184,16.0
2019-11-30,00000000346393,581182898,HU,4,441222.09,7849.53,0.08976526,16.0
2019-11-30,00000000349782,581182901,CU,4,608257.0,7616.82,0.09537311000000001,29.0
2019-11-30,00000000348562,581182905,CU,0,126014.69,8253.27,0.07394125,16.0
2019-11-30,00000000320255,581182906,HU,0,81759.18,5300.0,0.05857184,16.0
2019-11-30,00000000350070,581182908,HU,4,653867.04,11192.52,0.07048328,18.0
2019-11-30,00000000350421,581182911,HU,0,141167.37,5561.68,0.08882996,28.0
2019-11-30,00000000350605,581182913,HU,0,200856.28,13028.97,0.05857184,16.0
2019-11-30,00000000350343,581182916,CU,0,109889.43,7183.18,0.07221478,16.0
2019-11-30,00000000347765,581182917,CU,4,423921.98,9306.54,0.07394125,17.0
2019-11-30,00000000559899,581182919,HU,0,45897.63,15414.95,0.0453367,5.0
2019-11-30,00000000350305,581182920,HU,0,102418.38,6696.26,0.07221478,16.0
2019-11-30,00000000342300,581182922,CU,0,115714.23000000001,7603.74,0.07566274,16.0
2019-11-30,00000000350009,581182926,HU,4,255069.01,7483.18,0.07789332,16.0
2019-11-30,00000000350055,581182927,CU,4,415768.15,6564.49,0.09211122,29.0
2019-11-30,00000000350225,581182928,HU,0,162681.75,6257.94,0.06682805,28.0
2019-11-30,00000000349432,581182932,HU,0,298723.02,13873.83,0.06682805,29.0
2019-11-30,00000000347370,581182934,CU,4,366506.13,7965.42,0.07048328,16.0
2019-11-30,00000000471031,581182935,HU,0,96809.13,6302.8,0.06525813,16.0
2019-11-30,00000000348824,581182937,CU,0,146932.96,9633.64,0.07566274,16.0
2019-11-30,00000000350561,581182938,HU,0,84332.62999999999,5168.22,0.06174863,17.0
2019-11-30,00000000034292,581182939,CU,0,205487.37,7822.43,0.05730626,28.0
2019-11-30,00000000349211,581182942,CU,4,452625.28,7026.17,0.08300958,17.0
2019-11-30,00000000349764,581182943,HU,0,144721.59,8090.65,0.08130895,19.0
2019-11-30,00000000350481,581182945,HU,0,114294.85,7520.56,0.08130895,16.0
2019-11-30,00000000348741,581182948,HU,0,154119.94,9426.17,0.05857184,17.0
2019-11-30,00000000426640,581182954,HU,0,171212.5,6375.7,0.06682805,29.0
2019-11-30,00000000350690,581182955,HU,0,233018.55,16250.47,0.06822473999999999,16.0
2019-11-30,00000000349315,581182956,CU,0,329675.7,20610.28,0.09227971,17.0
2019-11-30,00000000350674,581182957,HU,4,498143.88,13368.22,0.05497482,5.0
2019-11-30,00000000350174,581182958,HU,4,433261.39,6640.19,0.06525813,16.0
2019-11-30,00000000350639,581182959,HU,0,35375.780000000006,8914.95,0.051293990000000005,4.0
2019-11-30,00000000349830,581182960,HU,1,138079.92,7670.09,0.08130895,18.0
2019-11-30,00000000350638,581182963,CU,4,469125.62,10864.49,0.06525813,16.0
2019-11-30,00000000346634,581182964,HU,0,108710.81,6637.38,0.05591108,17.0
2019-11-30,00000000348536,581182965,HU,0,112621.73,7931.78,0.08300958,16.0
2019-11-30,00000000038019,581182967,HU,0,68526.37999999999,17236.45,0.047887969999999995,4.0
2019-11-30,00000000346609,581182968,HU,0,148302.17,5717.76,0.0642488,29.0
2019-11-30,00000000350569,581182970,HU,0,31017.81,7783.18,0.028650850000000002,4.0
2019-11-30,00000000348631,581182971,HU,0,190182.13,12328.97,0.05857184,16.0
2019-11-30,00000000350078,581182975,CU,4,339640.4,9093.46,0.07566274,17.0
2019-11-30,00000000350008,581182978,CU,0,116531.25,8176.64,0.0773793,17.0
2019-11-30,00000000350646,581182980,CU,4,449579.6,9685.05,0.06210053,16.0
2019-11-30,00000000350032,581182985,HU,0,68830.98999999999,17314.02,0.04807862,4.0
2019-11-30,00000000348572,581182989,HU,0,108652.65,8543.93,0.03783981,17.0
2019-11-30,00000000350768,581182993,HU,0,100703.44,6528.97,0.05857184,16.0
2019-11-30,00000000350607,581182996,HU,0,46149.88,9567.29,0.06215861,5.0
2019-11-30,00000000350337,581182997,HU,0,139675.89,8699.07,0.0863967,17.0
2019-11-30,00000000350091,581182999,CU,0,167593.29,9021.5,0.07566274,20.0
2019-11-30,00000000350632,581183000,HU,0,122041.67,7949.53,0.06525813,16.0
2019-11-30,00000000345797,581183002,HU,0,116435.89,7667.29,0.07445821,17.0
2019-11-30,00000000350133,581183004,CU,0,27880.32,7019.63,0.05497482,4.0
2019-11-30,00000000348376,581183005,HU,4,253838.86,7065.42,0.08130895,17.0
2019-11-30,00000000484519,581183008,CU,0,60789.34,10250.47,0.05497482,6.0
2019-11-30,00000000350732,581183012,CU,4,264941.3,6266.36,0.07048328,16.0
2019-11-30,00000000350809,581183013,HU,0,41329.76,8342.99,0.05497482,5.0
2019-11-30,00000000103440,581183015,CU,0,353867.13,13478.5,0.05730626,28.0
2019-11-30,00000000350796,581183018,HU,0,91267.87,5959.81,0.07048328,16.0
2019-11-30,00000000350860,581183020,HU,0,29805.760000000002,7504.67,0.05135409,4.0
2019-11-30,00000000346528,581183021,CU,0,159785.86,11054.21,0.05591108,16.0
2019-11-30,00000000349615,581183024,HU,0,87519.01,17661.68,0.05316689,5.0
2019-11-30,00000000349074,581183027,HU,4,398354.96,6608.41,0.07445821,16.0
2019-11-30,00000000342856,581183028,HU,0,34674.98,6998.13,0.05316689,5.0
2019-11-30,00000000342394,581183030,HU,0,87994.53,5738.32,0.067005,16.0
2019-11-30,00000000528039,581183033,CU,0,170236.97,10625.23,0.08976526,17.0
2019-11-30,00000000350591,581183034,CU,0,120623.15,7893.46,0.07394125,16.0
2019-11-30,00000000350610,581183035,HU,0,108968.58,7092.52,0.06525813,16.0
2019-11-30,00000000350666,581183036,CU,0,49578.47,13018.69,0.06871796,4.0
2019-11-30,00000000347421,581183037,CU,4,519770.22,8491.59,0.0773793,17.0
2019-11-30,00000000349662,581183038,CU,0,197695.91,9169.16,0.10504646,28.0
2019-11-30,00000000349537,581183039,HU,0,197536.06999999998,12189.72,0.07221478,17.0
2019-11-30,00000000350820,581183040,HU,0,74154.35,18657.01,0.04990031,4.0
2019-11-30,00000000350245,581183046,HU,0,31018.0,7811.21,0.05497482,4.0
2019-11-30,00000000349824,581183047,HU,0,116332.25,7571.96,0.06525813,16.0
2019-11-30,00000000350881,581183048,HU,0,86106.36,5592.52,0.06174863,16.0
2019-11-30,00000000350370,581183049,HU,2,272954.07,15739.25,0.061220369999999996,16.0
2019-11-30,00000000350852,581183051,HU,0,35336.329999999994,7132.71,0.05352887,5.0
2019-11-30,00000000338048,581183055,HU,1,134846.81999999998,7970.09,0.08300958,17.0
2019-11-30,00000000348589,581183056,CU,0,133493.98,10778.5,0.08381558,15.0
2019-11-30,00000000350926,581183062,HU,0,109396.55,6728.97,0.067005,17.0
2019-11-30,00000000345708,581183064,HU,0,184823.74,11283.18,0.05591108,17.0
2019-11-30,00000000349750,581183070,HU,1,154737.68,7545.79,0.08976526,21.0
2019-11-30,00000000350326,581183071,CU,0,119563.45,7847.66,0.0773793,16.0
2019-11-30,00000000350671,581183075,HU,0,53063.22,13368.22,0.05497482,4.0
2019-11-30,00000000350373,581183077,CU,4,508419.91,7659.81,0.07048328,17.0
2019-11-30,00000000350018,581183079,CU,1,182534.74000000002,9348.6,0.09810772,20.0
2019-11-30,00000000350302,581183086,HU,0,69215.61,13956.07,0.04807862,5.0
2019-11-30,00000000350691,581183093,HU,4,384774.53,12067.29,0.07221478,17.0
2019-11-30,00000000238366,581183095,HU,0,220149.56,15153.27,0.05390562,15.0
2019-11-30,00000000350724,581183096,HU,0,39959.82,8064.49,0.05352887,5.0
2019-11-30,00000000347462,581183101,HU,0,69185.5,17405.61,0.04807862,4.0
2019-11-30,00000000347856,581183102,CU,0,108106.16,7067.29,0.07221478,16.0
2019-11-30,00000000348791,581183103,HU,0,33347.82,6750.47,0.05677791,5.0
2019-11-30,00000000063782,581183105,CU,4,472035.92,9192.52,0.04875449,16.0
2019-11-30,00000000079221,581183109,HU,0,170334.62,6739.25,0.05730626,28.0
2019-11-30,00000000349625,581183111,HU,0,111847.39,6943.93,0.08130895,17.0
2019-11-30,00000000349959,581183115,CU,0,111587.46,7280.37,0.0687467,16.0
2019-11-30,00000000350640,581183118,HU,0,38589.01,11849.53,0.04807862,5.0
2019-11-30,00000000346902,581183119,HU,0,123392.64,7548.6,0.05591108,17.0
2019-11-30,00000000350818,581183120,HU,0,121939.77,24830.84,0.05352887,5.0
2019-11-30,00000000350886,581183121,HU,0,84187.86,16974.77,0.047887969999999995,5.0
2019-11-30,00000000350478,581183123,HU,0,155366.54,10077.57,0.05857184,16.0
2019-11-30,00000000348003,581183127,HU,0,115004.31999999999,7459.81,0.05857184,16.0
2019-11-30,00000000350702,581183130,HU,0,103192.64,6731.78,0.0687467,16.0
2019-11-30,00000000350439,581183133,CU,0,151006.19999999998,8812.15,0.0687467,18.0
2019-11-30,00000000091311,581183134,CU,0,205357.04,7822.43,0.05730626,28.0
2019-11-30,00000000350147,581183136,CU,0,132117.95,8180.37,0.0773793,17.0
2019-11-30,00000000351073,581183137,HU,0,20145.45,5070.09,0.05135409,4.0
2019-11-30,00000000349577,581183139,HU,0,185569.17,11398.13,0.06525813,17.0
2019-11-30,00000000348985,581183140,HU,4,652860.35,12012.15,0.07221478,16.0
2019-11-30,00000000350565,581183144,HU,0,108861.05,6307.48,0.05857184,18.0
2019-11-30,00000000350805,581183145,CU,0,210635.65,11653.27,0.067005,19.0
2019-11-30,00000000350984,581183147,HU,4,477225.32,11541.12,0.06525813,16.0
2019-11-30,00000000350568,581183151,HU,0,30784.24,7722.43,0.02678668,4.0
2019-11-30,00000000351163,581183155,HU,0,96068.98999999999,6257.94,0.06525813,16.0
2019-11-30,00000000350994,581183159,HU,0,50730.88,10234.58,0.05135409,5.0
2019-11-30,00000000346799,581183160,HU,1,44500.62,7468.22,0.04897095,5.0
2019-11-30,00000000350452,581183162,HU,0,113274.67,7426.17,0.07445821,16.0
2019-11-30,00000000337398,581183164,HU,0,80533.77,16238.32,0.04807862,5.0
2019-11-30,00000000351030,581183165,CU,0,36229.21,7317.76,0.05857622,5.0
2019-11-30,00000000351137,581183166,CU,0,22319.09,5619.63,0.05316689,4.0
2019-11-30,00000000350989,581183170,HU,0,123350.3,7657.01,0.08130895,17.0
2019-11-30,00000000351175,581183171,HU,0,144499.16999999998,5562.62,0.06682805,28.0
2019-11-30,00000000351040,581183173,CU,0,170193.00999999998,10625.23,0.08976526,17.0
2019-11-30,00000000008394,581183175,CU,0,261285.32,9946.73,0.05730626,28.0
2019-11-30,00000000318540,581183176,CU,0,89249.48,18080.37,0.07595442000000001,5.0
2019-11-30,00000000347968,581183177,CU,1,196908.38999999998,12113.08,0.07445821,16.0
2019-11-30,00000000351106,581183178,HU,0,82368.31,20777.57,0.0705043,4.0
2019-11-30,00000000349604,581183180,CU,0,125674.63,7370.09,0.07566274,18.0
2019-11-30,00000000349233,581183182,HU,0,102851.66,6748.6,0.07221478,16.0
2019-11-30,00000000348318,581183183,CU,4,516123.7,8706.54,0.0773793,16.0
2019-11-30,00000000350126,581183186,HU,0,174824.14,11379.44,0.06525813,16.0
2019-11-30,00000000350703,581183187,HU,0,351528.33999999997,20353.27,0.05857184,18.0
2019-11-30,00000000350376,581183188,CU,0,136544.62999999998,8952.34,0.07566274,16.0
2019-11-30,00000000350823,581183190,CU,0,105292.95,6906.54,0.0687467,17.0
2019-11-30,00000000351071,581183195,HU,0,112937.34,7861.68,0.06525813,16.0
2019-11-30,00000000350750,581183196,CU,4,479562.0,11100.0,0.09144269,16.0
2019-11-30,00000000350934,581183197,HU,0,212227.03999999998,7926.17,0.06939445,29.0
2019-11-30,00000000119420,581183199,CU,0,219003.65,7822.43,0.05730626,30.0
2019-11-30,00000000350731,581183210,HU,4,402889.96,6690.65,0.07617822,16.0
2019-11-30,00000000204480,581183213,CU,0,100222.33,7189.72,0.08976526,17.0
2019-11-30,00000000341815,581183214,HU,0,113909.73,7372.9,0.05591108,16.0
2019-11-30,00000000338468,581183215,HU,0,98140.12000000001,6387.85,0.06525813,16.0
2019-11-30,00000000132280,581183216,HU,4,579011.6,23637.38,0.04875449,16.0
2019-11-30,00000000318543,581183217,CU,0,89178.2,18080.37,0.07595442000000001,5.0
2019-11-30,00000000351036,581183220,CU,0,150923.59,9308.41,0.07048328,17.0
2019-11-30,00000000350190,581183224,HU,0,118460.36,7810.28,0.08470548000000001,16.0
2019-11-30,00000000350694,581183225,HU,0,117768.12,7310.28,0.08130895,17.0
2019-11-30,00000000351081,581183228,CU,0,86913.09000000001,5670.09,0.0687467,16.0
2019-11-30,00000000351354,581183229,CU,0,41807.549999999996,8444.86,0.05857622,5.0
2019-11-30,00000000350764,581183239,CU,0,38756.46,7826.17,0.05677791,5.0
2019-11-30,00000000350764,581183240,CU,0,31131.76,6286.92,0.05677791,5.0
2019-11-30,00000000350764,581183241,CU,0,30786.36,6286.92,0.05677791,5.0
2019-11-30,00000000350764,581183242,CU,0,38756.46,7826.17,0.05677791,5.0
2019-11-30,00000000343859,581183243,CU,0,154594.41999999998,10127.1,0.07048328,16.0
2019-11-30,00000000351411,581183246,HU,0,11939.16,4016.82,0.05497482,4.0
2019-11-30,00000000350842,581183248,HU,0,42196.24,10623.36,0.055059769999999994,4.0
2019-11-30,00000000351292,581183249,HU,0,28096.260000000002,7074.77,0.05135409,4.0
2019-11-30,00000000339861,581183251,HU,0,26107.300000000003,8738.32,0.047887969999999995,3.0
2019-11-30,00000000351379,581183252,CU,0,208844.27,11955.14,0.11382479,19.0
2019-11-30,00000000350304,581183253,HU,0,121399.22,7491.59,0.07221478,17.0
2019-11-30,00000000350709,581183254,CU,0,116549.99,8207.48,0.08300958,17.0
2019-11-30,00000000351441,581183257,CU,4,343684.06,7247.66,0.08300958,17.0
2019-11-30,00000000351202,581183258,HU,0,95002.64,6162.62,0.05857184,16.0
2019-11-30,00000000344228,581183259,HU,0,109016.13,7067.29,0.05857184,16.0
2019-11-30,00000000337419,581183263,HU,0,86518.36,17444.86,0.04807862,5.0
2019-11-30,00000000351273,581183264,HU,0,26296.89,6696.26,0.05677791,4.0
2019-11-30,00000000135331,581183266,CU,0,34621.630000000005,6992.52,0.05677791,5.0
2019-11-30,00000000349031,581183267,HU,2,136847.86000000002,6809.35,0.06525813,19.0
2019-11-30,00000000351288,581183268,CU,4,629198.52,9361.68,0.07048328,17.0
2019-11-30,00000000560910,581183269,HU,0,196043.82,6998.13,0.05730626,30.0
2019-11-30,00000000351069,581183270,CU,0,25187.89,5087.85,0.05857622,5.0
2019-11-30,00000000351278,581183271,CU,0,46384.950000000004,11720.56,0.07103359000000001,4.0
2019-11-30,00000000338029,581183272,CU,0,185339.41,6360.75,0.07024709,32.0
2019-11-30,00000000350085,581183273,HU,4,555843.6,10854.21,0.07048328,16.0
2019-11-30,00000000351468,581183277,CU,0,136583.59,8969.16,0.07048328,17.0
2019-11-30,00000000351284,581183278,CU,0,160486.38,9972.9,0.08300958,17.0
2019-11-30,00000000350375,581183280,HU,4,379646.8,5715.89,0.08220763,28.0
2019-11-30,00000000350514,581183286,CU,0,140614.92,9215.89,0.07394125,16.0
2019-11-30,00000000351182,581183287,CU,0,136187.66,8970.09,0.08300958,16.0
2019-11-30,00000000350813,581183288,CU,4,438074.46,8357.01,0.0687467,17.0
2019-11-30,00000000351127,581183290,HU,0,78815.13,15892.52,0.04807862,5.0
2019-11-30,00000000350900,581183292,HU,0,171359.33,7149.53,0.10440668,29.0
2019-11-30,00000000350885,581183294,CU,1,139865.05,7341.12,0.0687467,19.0
2019-11-30,00000000351100,581183295,CU,4,349068.92,8052.34,0.067005,17.0
2019-11-30,00000000293321,581183296,HU,4,433201.7,7203.74,0.06350602,17.0
2019-11-30,00000000351194,581183299,HU,0,71827.68999999999,14483.18,0.04807862,5.0
2019-11-30,00000000351384,581183300,CU,0,146781.1,9161.68,0.08976526,17.0
2019-11-30,00000000346898,581183301,HU,0,44346.47,8973.83,0.06873705000000001,5.0
2019-11-30,00000000349712,581183303,CU,4,406948.56,10630.84,0.05857622,5.0
2019-11-30,00000000351420,581183305,HU,0,31077.12,6277.57,0.05857622,5.0
2019-11-30,00000000351051,581183306,CU,0,137061.15,9043.93,0.0773793,17.0
2019-11-30,00000000351070,581183307,CU,0,106122.52,7020.56,0.08976526,16.0
2019-11-30,00000000350851,581183308,HU,0,128701.86,7159.81,0.07445821,19.0
2019-11-30,00000000351005,581183310,CU,0,217265.33000000002,13635.51,0.09810772,17.0
2019-11-30,00000000351362,581183313,HU,0,122310.33,7633.64,0.08976526,17.0
2019-11-30,00000000345171,581183317,HU,4,288908.55,8175.7,0.08976526,17.0
2019-11-30,00000000349095,581183318,HU,0,154901.69,9536.45,0.0687467,17.0
2019-11-30,00000000337709,581183319,HU,0,191264.7,11750.47,0.06525813,17.0
2019-11-30,00000000349893,581183322,CU,0,144341.94999999998,8927.1,0.07566274,17.0
2019-11-30,00000000350980,581183323,CU,0,145175.13,8483.18,0.07048328,18.0
2019-11-30,00000000343881,581183324,HU,0,88271.27,6106.54,0.05591108,16.0
2019-11-30,00000000350722,581183326,HU,4,309047.68,7414.02,0.07445821,17.0
2019-11-30,00000000351144,581183327,CU,4,321930.45,8890.65,0.08976526,17.0
2019-11-30,00000000349281,581183330,HU,0,38971.7,9784.11,0.021079189999999998,4.0
2019-11-30,00000000351670,581183333,CU,0,175918.35,10428.97,0.08300958,19.0
2019-11-30,00000000351609,581183334,HU,4,614115.01,13562.62,0.06572233,5.0
2019-11-30,00000000351620,581183335,HU,0,95343.32,5857.01,0.06525813,17.0
2019-11-30,00000000351635,581183338,CU,0,40675.82,10249.53,0.05677791,4.0
2019-11-30,00000000351283,581183339,HU,0,60812.65,12525.23,0.06215861,5.0
2019-11-30,00000000351645,581183340,HU,0,45706.14,11511.21,0.05316689,4.0
2019-11-30,00000000351639,581183341,CU,4,610600.99,11264.49,0.07445821,16.0
2019-11-30,00000000350681,581183342,CU,0,130426.70999999999,7642.06,0.07566274,18.0
